ID,标题,类型,分类,内容,英文内容
"900435","夜间月光顺光静谧","环境","A环境光","夜间月光作顺光，正面照亮景物，画面偏冷调，无强烈阴影，营造静谧氛围","At night, moonlight acts as front light, illuminating the scenery head-on; the picture has a cool tone, no strong shadows, and creates a quiet atmosphere"
"900436","夜间灯光侧逆光分层","环境","A环境光","夜间灯光作侧逆光，从右后方照射，人物肩部显亮边，身体暗部过渡自然，层次分明","At night, light acts as side backlight, shining from the right rear; the character's shoulders have a bright rim, the body's dark areas transition naturally, with clear layers"
"900437","月光清冷疏淡","环境","A环境光","月光清冷疏淡","Cold and sparse moonlight shines faintly, with light beams that are not dense, creating a scattered glow that feels cool to the eye, enhancing the quietness of the night."
"900438","右上到左下渐变","环境","A环境光","右上到左下渐变","Diagonal red-blue gradient from blue at the top-right corner to red at the bottom-left corner)"
"900439","烛光摇曳暖黄","环境","A环境光","烛光摇曳暖黄","Flickering candlelight sways slightly, emitting a warm yellow glow that brightens the immediate area, with the light intensity rising and falling softly as the flame dances."
"900440","阴天漫射光柔和感","环境","A环境光","阴天漫射光均匀铺展，无明确光源方向，阴影浅淡，氛围柔和平静","On an overcast day, diffused light spreads evenly, with no clear light source direction, faint shadows, and a soft and calm atmosphere"
"900441","月光柔银轻笼","环境","A环境光","月光柔银轻笼","Soft silver moonlight wraps gently around the night, creating a light cage of calmness, with a smooth and even glow that makes the night feel less dark and more serene."
"900442","暮色淡紫微光","环境","A环境光","暮色淡紫微光","Soft twilight light glows with a pale purple hue, faint but noticeable, gradually darkening as the day transitions to night, with a calm and serene light quality."
"900443","正午散光柔和铺展","环境","A环境光","正午透过遮阳网的散光，均匀铺展场景，无刺眼强光，明暗对比弱，氛围柔和舒适","At noon, scattered light through the sunshade net spreads evenly across the scene; there is no dazzling strong light, light-dark contrast is weak, and the atmosphere is soft and comfortable"
"900444","白天纱窗散光柔和","环境","A环境光","白天纱窗透入散光，光线柔和范围广，覆盖室内，无强烈明暗对比","During the day, scattered light penetrates through the screen window; the light is soft and covers a wide range, filling the room with no strong light-dark contrast"
"900445","晨光顺光清新感","环境","A环境光","晨光顺光正面照亮，物体无阴影，色彩鲜亮，呈现清新明快画面","Morning front light illuminates head-on; objects have no shadows, colors are bright, presenting a fresh and lively picture"
"900446","阴天晨光漫射柔和","环境","A环境光","黎明阴天的漫射光，光线柔和，场景无明显明暗差，氛围平静柔和","Dawn diffused light on an overcast day is soft; the scene has no obvious light-dark difference, and the atmosphere is calm and gentle"
"900447","人工环形光人像特写","环境","A环境光","人工环形光环绕镜头，正面照亮人物面部，眼周显环形光斑，适配近景特写","Artificial ring light surrounds the lens, illuminating the character's face head-on; there are ring-shaped bright spots around the eyes, suitable for close-up shots"
"900448","上下渐变","环境","A环境光","上下渐变","Vertical red-blue gradient from blue at the top to red at the bottom"
"900449","晴天漫射光清新透亮","环境","A环境光","晴天透过薄云的漫射光，均匀照亮场景，色彩鲜亮通透，无明显明暗对比","On a sunny day, diffused light through thin clouds illuminates the scene evenly; the colors are bright and transparent, with no obvious light-dark contrast"
"900450","月光冷银漫洒","环境","A环境光","月光冷银漫洒","Cool silver moonlight pours gently downward, diffusing into a soft glow that covers the surrounding space, with a faint, icy sheen that doesn’t harshly illuminate but creates a calm, quiet atmosphere."
"900451","黄昏暖黄微光","环境","A环境光","黄昏暖黄微光","Warm yellow dusk light glows faintly, a mild and cozy hue that transitions between day and night, with the light slowly dimming as darkness falls."
"900452","日落侧光描线","环境","A环境光","日落侧光从左侧切入，人物半身受光，明暗过渡自然，凸显面部线条","Sunset side light cuts in from the left; half of the character's body is lit, light and dark transition naturally, highlighting facial lines"
"900453","日落伦勃朗光沉稳感","环境","A环境光","日落伦勃朗光从左侧斜射，人物右侧面部受光，左侧脸颊显三角形亮区，氛围沉稳","Sunset Rembrandt light shines obliquely from the left; the right side of the character's face is lit, and a triangular bright area appears on the left cheek, creating a calm atmosphere"
"900454","日落逆光剪影晚霞","环境","A环境光","日落逆光从右后方照射，人物呈黑色剪影，背景天空满布橘红晚霞","Sunset backlight shines from the right rear; the character appears as a black silhouette, and the background sky is filled with orange-red sunset glow"
"900455","晨光淡金初升","环境","A环境光","晨光淡金初升","Pale golden morning light rises slowly, starting as a thin, soft streak and gradually expanding into a broader glow, with a warm but mild tone that feels gentle on the eyes."
"900456","正午顶光塑型","环境","A环境光","正午顶光垂直照射人物，顶部受光，下巴显阴影，突出立体轮廓","At noon, top light shines vertically on the character; the top is lit, the chin has shadows, highlighting the three-dimensional outline"
"900457","阴天侧光柔和描线","环境","A环境光","阴天侧光从右侧切入，人物轮廓显柔和亮线，无锐利阴影，凸显形态又显柔和","On an overcast day, side light cuts in from the right; the character's outline has a soft bright line, no sharp shadows, highlighting the shape while remaining soft"
"900458","夜间灯光顶光聚焦","环境","A环境光","夜间灯光作顶光，聚焦场景局部，顶部亮、下方暗，突出局部主体","At night, light acts as top light, focusing on a part of the scene; the top is bright and the bottom is dark, highlighting the local subject"
"900459","白天薄云柔光","环境","A环境光","白天薄云下的柔光覆盖场景，无明显阴影，画面通透柔和","During the day, soft light under thin clouds covers the scene; there are no obvious shadows, and the picture is transparent and soft"
